MET2013,Name,INCTOT,SEX,RACWHT,EDUC,VALUEH,employment,year,percentage,children percentage,23-27 vs 13-17 ratio
19780,"Des Moines-West DesMoines,IA",52247.35255,0.505612245,0.955102041,7.926530612,180226.2908,0.9797219,2013,0.259579264,0.111432706,0.955835962
19820,"Detroit-Warren-Dearborn, MI ",54891.73043,0.511090502,0.837390834,7.982610712,170369.915,0.956331471,2013,0.214194983,0.083024463,0.784576697
20100,"Dover, DE ",46330.90036,0.489130435,0.791666667,7.351449275,223528.6594,0.967602592,2013,0.229885057,0.083333333,0.814814815
20700,"East Stroudsburg, PA",46715.63776,0.505102041,0.834183673,7.364795918,201948.3673,0.952830189,2013,0.190114068,0.12,0.615384615
20740,"Eau Claire, WI",48203.81818,0.527629234,0.98573975,7.68627451,196210.1248,0.983539095,2013,0.247978437,0.14673913,0.772277228
20940,"El Centro, CA",40443.32687,0.51800554,0.789473684,6.684210526,159726.8698,0.919191919,2013,0.321345708,0.02166065,1.05511811
21140,"Elkhart-Goshen, IN ",40384.6723,0.494932432,0.935810811,7.015202703,143468.4122,0.967924528,2013,0.262180974,0.097345133,0.837837838
21340,"El Paso, TX",38976.58914,0.498676081,0.868932039,7.007943513,136635.8959,0.963101604,2013,0.26610791,0.032480315,0.842715232
21500,"Erie, PA ",46766.24648,0.512072435,0.95472837,7.49195171,143419.1851,0.963768116,2013,0.23003413,0.086053412,0.986577181
21660,"Eugene, OR ",48296.84806,0.503715937,0.941370768,7.972749794,237923.8481,0.946666667,2013,0.236428209,0.051502146,1.158469945
22180,"Fayetteville, NC ",46243.09491,0.503472222,0.608796296,7.585648148,151884.2361,0.950364964,2013,0.326688815,0.023728814,1.630136986
22220,"Fayetteville-Springdale-Rogers, AR-MO ",55385.15011,0.522778193,0.937266617,7.6982823,193991.3219,0.977232925,2013,0.286263208,0.05704698,0.775862069
22380,"Flagstaff, AZ ",42675.82927,0.469512195,0.571138211,7.617886179,218760.4472,0.91598916,2013,0.265969803,0.082969432,1.008196721
22500,"Florence, SC ",41229.16959,0.49122807,0.707602339,7.33625731,147599.152,0.961832061,2013,0.222115385,0.03030303,0.76984127
22660,"Fort Collins, CO",63082.85403,0.503173164,0.945602901,8.692656392,339667.9238,0.975531915,2013,0.242778119,0.088607595,0.954314721
23060,"Fort Wayne, IN",46069,0.518054532,0.918201916,7.692704495,135955.3279,0.962648557,2013,0.254098361,0.074596774,0.795539033
23420,"Fresno, CA ",49689.61338,0.513900956,0.735447437,7.269765421,241667.563,0.934691745,2013,0.291538123,0.036281179,0.871794872
23460,"Gadsden, AL ",37897.95929,0.524173028,0.903307888,7.091603053,118876.8448,0.957142857,2013,0.188908146,0.055045872,0.671875
23540,"Gainesville, FL ",58930.04206,0.507462687,0.820895522,8.474898236,209992.6866,0.962479608,2013,0.302936631,0.045918367,2.074380165
23580,"Gainesville, GA ",49018.08955,0.497512438,0.908789386,7.227197347,209141.7413,0.96124031,2013,0.249194415,0.060344828,0.713235294
24020,"Glens Falls, NY",47149.01553,0.5,0.995341615,7.492236025,212577.5311,0.967557252,2013,0.181229773,0.148809524,0.887755102
24140,"Goldsboro, NC ",46035.62462,0.486153846,0.812307692,7.532307692,143853.5385,0.968253968,2013,0.214411248,0.081967213,1.043478261
24300,"Grand Junction, CO",47199.41493,0.486567164,0.979104478,7.811940299,213646.2687,0.967391304,2013,0.249516441,0.069767442,0.967741935
24340,"Grand Rapids-Wyoming, MI",49221.23303,0.515944399,0.932951758,7.995502862,168166.0998,0.965665236,2013,0.276053864,0.062566278,1.002150538
24660,"Greensboro-High Point, NC",48341.3143,0.495337995,0.804972805,7.801476301,182163.7529,0.96108767,2013,0.223880597,0.057777778,0.747454175
24780,"Greenville, NC ",52236.95981,0.48463357,0.761229314,7.988179669,173067.0449,0.965217391,2013,0.22919708,0.076433121,0.846846847
24860,"Greenville-Anderson-Mauldin, SC ",46607.21558,0.505944931,0.88204005,7.706508135,184896.674,0.969415408,2013,0.226047283,0.05412844,0.785488959
25060,"Gulfport-Biloxi-Pascagoula, MS ",41613.31402,0.521436848,0.791425261,7.342989571,155109.9537,0.933628319,2013,0.246971736,0.049046322,1.099415205
25260,"Hanford-Corcoran, CA ",44714.27517,0.526845638,0.775167785,6.83557047,189397.1477,0.948,2013,0.318287037,0.04,1.221238938
25420,"Harrisburg-Carlisle, PA ",50773.63619,0.504156479,0.926650367,7.647432763,189774.8851,0.967853042,2013,0.229817932,0.062780269,1.030100334
25500,"Harrisonburg, VA ",43371.0998,0.49287169,0.957230143,7.195519348,219443.5031,0.962703963,2013,0.263157895,0.059459459,0.842105263
25540,"Hartford-West Hartford-East Hartford,CT",69834.87774,0.49057844,0.891104294,8.430324277,287998.8146,0.965219536,2013,0.220349279,0.090971744,0.82125
25860,"Hickory-Lenoir-Morganton, NC ",37172.68916,0.494615937,0.933237617,7.20028715,155787.9899,0.945994599,2013,0.1993059,0.074626866,0.734177215
25940,"Hilton Head Island-Bluffton-Beaufort,SC",57254.22846,0.498997996,0.793587174,8.206412826,344305.1303,0.954054054,2013,0.246394231,0.03902439,1.337662338
26140,"Homosassa Springs, FL",36357.32713,0.473404255,0.954787234,7.061170213,151165.7447,0.93902439,2013,0.171532847,0.095744681,0.793650794
26380,"Houma-Thibodaux, LA ",47010.89523,0.535809019,0.850132626,6.385941645,155187.5464,0.976549414,2013,0.256290774,0.043636364,0.865546218
26420,"Houston-The Woodlands-Sugar Land,TX",64757.62965,0.520971851,0.739016964,7.692599267,215958.2005,0.968862362,2013,0.267322012,0.045691548,0.917269309
26620,"Huntsville, AL ",57659.83703,0.527303754,0.819112628,8.152730375,214116.8089,0.965306122,2013,0.243702081,0.042696629,0.876595745
26900,"Indianapolis-Carmel-Anderson, IN ",53650.28412,0.503217067,0.896545886,7.939552997,182291.7508,0.963938974,2013,0.260639471,0.074873096,0.96849685
26980,"Iowa City, IA",62314.10159,0.504761905,0.974603175,8.673015873,246084.5079,0.993006993,2013,0.322510823,0.087248322,1.543859649
27060,"Ithaca, NY ",57617.78214,0.482142857,0.910714286,8.864285714,206043.6071,0.988142292,2013,0.268888889,0.107438017,1.38
27100,"Jackson, MI ",42659.50281,0.51782364,0.954971857,7.332082552,129905.3471,0.934731935,2013,0.246462264,0.076555024,1.025641026
27140,"Jackson, MS ",47208.61097,0.477306733,0.619950125,7.864339152,176928.7481,0.966319657,2013,0.236614299,0.078590786,0.703786192
27180,"Jackson, TN ",48089.21635,0.490384615,0.742788462,7.6875,164983.8221,0.954819277,2013,0.245409015,0.095238095,0.975
27260,"Jacksonville, FL ",53951.75652,0.498136067,0.795200373,7.794035415,213585.0909,0.951923077,2013,0.224937436,0.041230366,0.926229508
27500,"Janesville-Beloit, WI ",45784.47809,0.519920319,0.980079681,7.509960159,175502.1315,0.964200477,2013,0.21037464,0.102739726,0.630952381
27620,"Jefferson City, MO",43062.62687,0.51907131,0.96185738,7.475953566,160888.8889,0.972762646,2013,0.270676692,0.083333333,0.907407407
27780,"Johnstown, PA ",37946.28793,0.514950166,0.994462901,7.277962348,121386.6667,0.956043956,2013,0.202849958,0.078512397,0.892561983
27900,"Joplin, MO ",39676.77129,0.518927445,0.971608833,7.298107256,135347.4448,0.954372624,2013,0.259615385,0.057613169,0.84496124
28020,"Kalamazoo-Portage, MI ",44852.99414,0.506227106,0.949450549,7.610989011,144826.7326,0.9582198,2013,0.216402116,0.097799511,0.871369295
28100,"Kankakee, IL ",46254.45781,0.516877637,0.888185654,7.388185654,158530.1688,0.952380952,2013,0.205797101,0.063380282,0.559139785
28140,"Kansas City, MO-KS",54373.14294,0.502264365,0.891452024,8.002830456,194953.1885,0.968419312,2013,0.254698888,0.083207831,0.864906832
28940,"Knoxville, TN ",48595.96724,0.505608028,0.955135773,7.632821724,197813.3619,0.962495358,2013,0.219956444,0.090009001,0.910839161
29100,"La Crosse-Onalaska, WI-MN",48676.39826,0.494186047,0.968023256,7.863372093,192616.8895,0.986842105,2013,0.267515924,0.174603175,1.029411765
29180,"Lafayette, LA ",49145.10031,0.514373089,0.793272171,7.095412844,162418.1957,0.972017673,2013,0.254787677,0.062091503,0.914965986
29200,"Lafayette-West Lafayette, IN",47022.43361,0.508298755,0.94813278,7.987551867,152638.6307,0.971428571,2013,0.298969072,0.051724138,1.819444444
29420,"Lake Havasu City-Kingman,AZ",40398.75758,0.482954545,0.895833333,6.712121212,162655.1136,0.905292479,2013,0.183251232,0.059139785,0.752380952
29460,"Lakeland-Winter Haven, FL",41305.05255,0.495785821,0.871591472,7.277144274,150017.5161,0.958229426,2013,0.225545917,0.054376658,0.863636364
29540,"Lancaster, PA ",48812.43682,0.510190217,0.947690217,7.292798913,233730.1563,0.973704563,2013,0.235665695,0.07628866,1.103286385
29620,"Lansing-East Lansing, MI",47371.51254,0.500291545,0.926530612,7.872303207,150755.5627,0.96799431,2013,0.23019802,0.071684588,0.993055556
29700,"Laredo, TX ",35521.84903,0.518115942,0.920289855,6.536231884,126026.7874,0.974100719,2013,0.287517532,0.031707317,0.743396226
29740,"Las Cruces, NM",39862.66282,0.491916859,0.898383372,7.147806005,154117.806,0.957386364,2013,0.268907563,0.072916667,0.783783784
29820,"Las Vegas-Henderson-Paradise, NV",51238.47107,0.515422522,0.750319401,7.393319949,199531.7284,0.943600868,2013,0.250216951,0.028516378,0.876669285
29940,"Lawrence, KS ",60883.06468,0.502487562,0.940298507,9.039800995,212040.8955,0.955555556,2013,0.326347305,0.04587156,1.928571429
30140,"Lebanon, PA ",47983.58225,0.523809524,0.974025974,7.374458874,206460.4545,0.972010178,2013,0.198067633,0.089430894,0.942857143
30340,"Lewiston-Auburn, ME ",43885.61871,0.496402878,0.992805755,7.428057554,153489.6403,0.948717949,2013,0.250614251,0.068627451,0.660377358
30620,"Lima, OH ",43278.12993,0.517401392,0.937354988,7.334106729,128428.0278,0.958677686,2013,0.239819005,0.075471698,0.790123457
30700,"Lincoln, NE ",53078.21827,0.512690355,0.949238579,8.427664975,184744.7589,0.987288136,2013,0.280779451,0.119873817,1.020979021
30780,"Little Rock-North LittleRock-Conway,AR",49718.67502,0.492625369,0.832841691,7.751720747,176854.1986,0.974374255,2013,0.243719413,0.066934404,1.128834356
31080,"Los Angeles-Long Beach-Anaheim,CA",63943.01627,0.515563747,0.63410567,7.742144989,549886.0672,0.951440607,2013,0.268287905,0.020757275,0.992332481
31140,"Louisville/Jefferson County, KY-IN",54850.64911,0.499902477,0.921396528,7.992588258,211788.3519,0.968968735,2013,0.228411113,0.084481726,0.765625
31180,"Lubbock, TX ",52908.24732,0.502141328,0.874732334,7.726980728,148760.1713,0.97149938,2013,0.290076336,0.055023923,1.045226131
31340,"Lynchburg, VA ",43363.97793,0.492450639,0.87456446,7.481997677,185319.3961,0.971684054,2013,0.202735318,0.083333333,0.874172185
31460,"Madera, CA ",43071.10356,0.546925566,0.844660194,6.828478964,231622.3301,0.943722944,2013,0.245125348,0.034090909,0.91954023
31700,"Manchester-Nashua, NH ",61570.53389,0.49790795,0.950627615,8.224267782,267223.6067,0.969319271,2013,0.238983051,0.092198582,1.06557377
31900,"Mansfield, OH ",37959.79787,0.494680851,0.944148936,7.207446809,117296.3032,0.944078947,2013,0.262981575,0.070063694,0.8625
32580,"McAllen-Edinburg-Mission, TX ",36260.06497,0.513054038,0.907103825,6.301760777,119178.1906,0.954545455,2013,0.290620384,0.041931385,0.682481752
32780,"Medford, OR ",42896.64865,0.455598456,0.965250965,7.629343629,246452.8378,0.957070707,2013,0.204347826,0.058510638,0.927083333
32820,"Memphis, TN-MS-AR ",52252.90258,0.497039828,0.653390743,7.726049516,176556.211,0.959163987,2013,0.243838747,0.043507363,0.891218873
32900,"Merced, CA ",39316.2897,0.504363002,0.745200698,6.485165794,211170.1222,0.899122807,2013,0.28248114,0.029673591,0.75
33100,"Miami-Fort Lauderdale-West PalmBeach,FL",57156.86699,0.498913107,0.791845367,7.951824217,299589.4348,0.954656199,2013,0.228799838,0.036119711,0.954957678
33140,"Michigan City-La Porte,IN",46461.25052,0.507306889,0.939457203,7.315240084,160353.9248,0.943627451,2013,0.269329897,0.043062201,1.195402299
33260,"Midland, TX ",70930.20844,0.526054591,0.863523573,7.406947891,187711.6625,0.988235294,2013,0.301824212,0.032967033,1.403225806
33340,"Milwaukee-Waukesha-West Allis, WI",58343.08423,0.506169528,0.891094421,8.136266094,243495.8423,0.968518519,2013,0.244402014,0.079545455,0.950634697
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",60473.1497,0.5062749,0.932669323,8.171912351,252385.9552,0.97143176,2013,0.253336266,0.095224313,0.869061414
33660,"Mobile, AL ",41144.54301,0.496959166,0.684622068,7.459600348,156159.6264,0.934734513,2013,0.232211804,0.049881235,0.877272727
33700,"Modesto, CA ",50340.61469,0.51755102,0.813877551,6.98122449,242550.6857,0.913978495,2013,0.262798635,0.022727273,0.661290323
33740,"Monroe, LA ",44932.40275,0.514874142,0.741418764,7.398169336,160025.8581,0.965608466,2013,0.263925729,0.045226131,1
33780,"Monroe, MI ",46102.92634,0.535911602,0.974217311,7.362799263,141511.4917,0.959641256,2013,0.197496523,0.133802817,0.65
33860,"Montgomery, AL ",47754.09524,0.492063492,0.630511464,7.706349206,168430.5908,0.966267682,2013,0.239498091,0.043280182,1.028708134
34060,"Morgantown, WV ",49846.49684,0.526315789,0.989473684,7.562105263,186948.3789,0.965346535,2013,0.29986053,0.03255814,1.492957746
34620,"Muncie, IN ",36444.6144,0.519280206,0.953727506,7.424164524,106932.4165,0.954983923,2013,0.219081272,0.048387097,1.642857143
34740,"Muskegon, MI ",37405.90505,0.508422665,0.924961715,7.327718224,132809.3415,0.958579882,2013,0.233115468,0.08411215,0.707964602
34820,"Myrtle Beach-Conway-North MyrtleBeach,SC-NC",41020.01689,0.486486486,0.885810811,7.541216216,203027.6824,0.950234742,2013,0.200181984,0.05,1.102702703
34900,"Napa, CA ",69022.08363,0.507117438,0.839857651,8.234875445,501517.331,0.942505133,2013,0.187147689,0.090361446,0.650943396
34940,"Naples-Immokalee-Marco Island, FL",64044.53446,0.492655367,0.936723164,7.814689266,455910.1582,0.95398773,2013,0.180305132,0.065384615,0.835714286
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN ",55392.84696,0.500985894,0.883209465,7.865311694,243021.8277,0.969447919,2013,0.252608347,0.061953932,0.923593619
35300,"New Haven-Milford, CT",65313.18336,0.501840943,0.882179676,8.270250368,300660.2356,0.957473163,2013,0.234431354,0.063589744,0.931034483
35380,"New Orleans-Metairie, LA",52894.5501,0.496181439,0.706780838,7.782457764,236870.0949,0.967979598,2013,0.270099621,0.043636364,1.107096774
35620,"New York-Newark-Jersey City,NY-NJ-PA",76431.80318,0.501754837,0.740008453,8.335421988,505751.8776,0.955606398,2013,0.25346959,0.054314883,0.987364315
35660,"Niles-Benton Harbor, MI",45604.27874,0.508661417,0.924409449,7.628346457,168040.2362,0.953815261,2013,0.214208827,0.065326633,0.976470588
35840,"North Port-Sarasota-Bradenton, FL",51781.19875,0.471033868,0.921122995,7.864973262,273702.4777,0.958406561,2013,0.176269253,0.051779935,0.706552707
35980,"Norwich-New London, CT",60794.15128,0.490765172,0.906772208,8.124890062,287976.4732,0.949253731,2013,0.217021277,0.078431373,0.983606557
36100,"Ocala, FL ",36986.56326,0.493917275,0.895377129,7.200729927,154212.5791,0.947278912,2013,0.198359433,0.056390977,0.685897436
36140,"Ocean City, NJ",57388.51908,0.501908397,0.958015267,7.967557252,459921.4122,0.9031477,2013,0.168975069,0.139344262,0.920634921
36220,"Odessa, TX ",50327.16029,0.502392344,0.875598086,6.315789474,121755.0239,0.965014577,2013,0.302180685,0.051546392,1.076086957
36260,"Ogden-Clearfield, UT ",49718.72822,0.526713124,0.952961672,7.87456446,222315.0871,0.974272173,2013,0.298755187,0.108333333,0.634433962
36420,"Oklahoma City, OK",50504.05775,0.505223447,0.863319791,7.592280905,165533.7522,0.979399441,2013,0.27155895,0.060356653,1.025757576
36500,"Olympia-Tumwater, WA ",54089.89455,0.481042654,0.890995261,8.063981043,260139.8578,0.966714906,2013,0.255054432,0.045731707,0.853503185
36540,"Omaha-Council Bluffs, NE-IA",53573.56134,0.511415525,0.950989346,7.957077626,175945.2877,0.982068966,2013,0.249451032,0.124119718,0.840390879
36740,"Orlando-Kissimmee-Sanford, FL ",49193.26286,0.50059012,0.811330298,7.879278368,207247.3495,0.956831683,2013,0.244779698,0.03755102,0.975465313
36780,"Oshkosh-Neenah, WI ",51681.2168,0.513671875,0.97265625,7.830078125,192656.4648,0.97309417,2013,0.234417344,0.080924855,1.064102564
36980,"Owensboro, KY ",46425.95674,0.531806616,0.972010178,7.409669211,140511.0433,0.97826087,2013,0.217926186,0.088709677,0.6375
37100,"Oxnard-Thousand Oaks-Ventura, CA",68451.56589,0.509304975,0.825674136,7.843524497,508524.9183,0.953659593,2013,0.232334782,0.038385827,0.882352941
37340,"Palm Bay-Melbourne-Titusville, FL",46329.68501,0.498921251,0.918554477,7.96386192,184004.4768,0.95257732,2013,0.177633945,0.05465587,0.828996283
37620,"Parkersburg-Vienna, WV ",41455.29314,0.541371158,0.988179669,7.392434988,128607.0449,0.941538462,2013,0.218298555,0.102941176,0.638888889
37860,"Pensacola-Ferry Pass-Brent, FL",45832.99461,0.498989899,0.836363636,7.694949495,159301.7912,0.94772922,2013,0.250819672,0.040849673,1.120967742
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",64493.8941,0.492886857,0.829027785,8.152123671,282881.7636,0.954980503,2013,0.239647294,0.073439595,0.942307692
38060,"Phoenix-Mesa-Scottsdale, AZ ",56574.37364,0.513500822,0.867496282,7.963841277,255757.4274,0.966679111,2013,0.264364179,0.042920657,0.878369039
38300,"Pittsburgh, PA ",51836.21966,0.51533811,0.949283475,7.983094492,167042.4731,0.965540181,2013,0.231154182,0.074570447,0.995366795
38340,"Pittsfield, MA ",55008.06595,0.481830417,0.979811575,7.982503365,274703.3109,0.962722853,2013,0.160120846,0.163522013,0.601694915
38860,"Portland-South Portland, ME",53915.09289,0.48627727,0.982406756,8.048557354,262984.0746,0.973257699,2013,0.185277917,0.083783784,0.911917098
38900,"Portland-Vancouver-Hillsboro, OR-WA ",60599.59226,0.504228601,0.906458227,8.227831881,308736.1417,0.961290323,2013,0.25643055,0.048765432,0.921363953
38940,"Port St. Lucie,FL",50260.37243,0.481647269,0.871978514,7.57743957,226331.0474,0.950231481,2013,0.160997732,0.080985915,0.714285714
39140,"Prescott, AZ ",43488.30682,0.501893939,0.962121212,7.543560606,246597.9167,0.955613577,2013,0.177156177,0.092105263,0.914634146
39300,"Providence-Warwick, RI-MA ",59309.74554,0.495974799,0.930521526,7.987224361,296986.5733,0.959191838,2013,0.219905541,0.069669984,1.035908596
39340,"Provo-Orem, UT ",55579.02222,0.576666667,0.969444444,8.293888889,256980.1,0.978036176,2013,0.363408521,0.118226601,0.836666667
39380,"Pueblo, CO ",43002.15701,0.497196262,0.880373832,7.700934579,172190.1495,0.948275862,2013,0.21686747,0.070707071,0.610619469
39460,"Punta Gorda, FL",43251.25787,0.43503937,0.93503937,7.387795276,177788.8976,0.949704142,2013,0.14028314,0.073394495,1.114754098
39540,"Racine, WI ",55459.12793,0.503198294,0.925373134,7.861407249,212751.1301,0.967581047,2013,0.219941349,0.08,0.675
39580,"Raleigh, NC ",64223.32848,0.495930949,0.801479655,8.644143033,269184.7324,0.973900709,2013,0.244279835,0.073450135,0.773142112
39740,"Reading, PA ",48154.84377,0.509360878,0.939315688,7.258231117,200663.8799,0.968567251,2013,0.209143969,0.095348837,0.829457364
39820,"Redding, CA ",46812.69863,0.503424658,0.938356164,7.616438356,270978.613,0.923076923,2013,0.222001982,0.066964286,0.631205674
39900,"Reno, NV ",58756.45379,0.498873028,0.88730278,7.823441022,278031.8107,0.953509572,2013,0.241243433,0.049001815,0.883268482
40060,"Richmond, VA ",58353.32668,0.488148322,0.746538371,8.068528514,260170.4717,0.967266776,2013,0.250894988,0.075505351,1.019430052
40140,"Riverside-San Bernardino-Ontario, CA",49152.18895,0.52808892,0.733930725,7.163363777,275531.6164,0.936092956,2013,0.258092867,0.024214907,0.850133511
40220,"Roanoke, VA ",47689.39103,0.496860987,0.915695067,7.600896861,199400.0448,0.973684211,2013,0.209388511,0.088495575,0.844827586
40380,"Rochester, NY ",50256.33481,0.498205615,0.927380198,7.940046443,153193.7429,0.962391034,2013,0.221515241,0.085504342,0.968707483
40420,"Rockford, IL ",48053.67372,0.521164021,0.902116402,7.419753086,153908.9594,0.951596292,2013,0.212907117,0.062322946,0.608510638
40580,"Rocky Mount, NC",39517.19239,0.498942918,0.600422833,7.040169133,120309.3446,0.931937173,2013,0.20499343,0.083333333,1.012345679
40900,"Sacramento--Roseville--Arden-Arcade, CA ",61670.40437,0.496639169,0.773754965,8.068285976,332204.8976,0.952441924,2013,0.249447343,0.046082949,0.847826087
40980,"Saginaw, MI ",43076.0253,0.494007989,0.902796272,7.360852197,119610.8123,0.958115183,2013,0.202556539,0.063106796,0.85483871
41100,"St. George, UT",48396.14238,0.48013245,0.98013245,7.847682119,231519.3709,0.978354978,2013,0.261702128,0.113821138,0.383838384
41140,"St. Joseph, MO-KS",42632.11134,0.511340206,0.967010309,7.358762887,145532.5773,0.95049505,2013,0.234015345,0.054644809,1.263888889
41180,"St. Louis, MO-IL",53296.89562,0.501567715,0.889349651,7.952260544,192180.5765,0.96317483,2013,0.242424242,0.076112412,0.93221393
41500,"Salinas, CA ",59055.32165,0.51884312,0.814198072,7.250657318,454500.2279,0.956850054,2013,0.270808443,0.014705882,0.960526316
41540,"Salisbury, MD-DE ",44285.56172,0.49445215,0.87517337,7.568654646,258093.7864,0.959677419,2013,0.195895522,0.066666667,1.170588235
41620,"Salt Lake City,UT",52826.40173,0.532935755,0.920303605,7.873678504,263226.6414,0.972222222,2013,0.320051651,0.089913545,0.934306569
41660,"San Angelo, TX",46566.6413,0.505434783,0.899456522,6.85326087,131224.9728,0.980519481,2013,0.252650177,0.083916084,1.439393939
41700,"San Antonio-New Braunfels,TX",50109.29408,0.498146226,0.850956548,7.548420584,177334.6419,0.964657338,2013,0.264341013,0.06104446,0.843665768
41740,"San Diego-Carlsbad, CA",66245.66249,0.514704058,0.775034123,8.170368532,499934.1147,0.952673094,2013,0.281402265,0.026984484,1.153430578
41860,"San Francisco-Oakland-Hayward, CA",86750.6453,0.5081679,0.603838547,8.59673284,718186.913,0.959952886,2013,0.262865752,0.038914027,1.086282306
41940,"San Jose-Sunnyvale-Santa Clara,CA",90607.9565,0.525636785,0.510420112,8.672841548,822793.5594,0.958066942,2013,0.265652701,0.033368458,0.954135954
42020,"San Luis Obispo-PasoRobles-ArroyoGrande,CA",56609.63972,0.482269504,0.927659574,8.070921986,478453.4752,0.956043956,2013,0.231974922,0.033783784,1.515151515
42100,"Santa Cruz-Watsonville, CA",75600.78454,0.508196721,0.888758782,8.415690867,607472.1311,0.94590846,2013,0.219278882,0.043624161,1.114754098
42140,"Santa Fe, NM",57949.65763,0.47788873,0.847360913,8.135520685,347696.1056,0.970017637,2013,0.221163012,0.073275862,0.8359375
42200,"Santa Maria-Santa Barbara,CA",71836.76676,0.501457726,0.833819242,7.986394558,736877.2206,0.963572268,2013,0.262561576,0.037523452,1.125
42220,"Santa Rosa, CA",63657.06728,0.491182234,0.899412149,8.033311561,523076.917,0.953506698,2013,0.220543807,0.030821918,0.89298893
42540,"Scranton--Wilkes-Barre--Hazleton, PA ",43435.70493,0.512950736,0.972574911,7.545962417,167267.9228,0.962825279,2013,0.222261735,0.0976,1.092857143
42660,"Seattle-Tacoma-Bellevue, WA ",68777.88847,0.511744128,0.831750791,8.357654506,378369.9867,0.961697623,2013,0.258223258,0.05336008,0.993411765
42680,"Sebastian-Vero Beach, FL",54831.54762,0.49047619,0.928571429,7.654761905,288582.2619,0.969135802,2013,0.165109034,0.028301887,0.593220339
43100,"Sheboygan, WI ",47465.62791,0.490486258,0.989429175,7.581395349,190404.7992,0.980392157,2013,0.240506329,0.118421053,0.470588235
43340,"Shreveport-Bossier City, LA",49650.16667,0.488773748,0.720207254,7.636442142,157418.0311,0.962566845,2013,0.255330213,0.032586558,1.038277512
43900,"Spartanburg, SC ",43583.97384,0.49195171,0.849094567,7.565392354,164458.4809,0.959798995,2013,0.210246174,0.066455696,0.719211823
44060,"Spokane-Spokane Valley, WA",44580.81969,0.504495977,0.927117842,7.694273545,205311.5192,0.956004756,2013,0.229684146,0.06141522,0.844444444
44100,"Springfield, IL ",54336.50539,0.501796407,0.953293413,7.905389222,160287.4491,0.967329545,2013,0.25498699,0.095238095,0.871428571
44140,"Springfield, MA ",54259.7136,0.485632184,0.921934866,7.94683908,239199.272,0.960859978,2013,0.203233256,0.102272727,0.775609756
44180,"Springfield, MO ",45058.20745,0.506205674,0.975177305,7.818262411,160106.0904,0.970810811,2013,0.249573621,0.079726651,0.964757709
44220,"Springfield, OH ",41794.03784,0.502702703,0.936936937,7.311711712,122083.4955,0.963133641,2013,0.186046512,0.078947368,0.886597938
44300,"State College, PA",47806.33333,0.506108202,0.984293194,7.804537522,211958.6387,0.98556701,2013,0.247706422,0.132275132,0.960784314
44700,"Stockton-Lodi, CA ",49154.76571,0.515560775,0.684674105,7.18144451,244052.7481,0.934238742,2013,0.256655698,0.040792541,0.693262411
45060,"Syracuse, NY ",49380.80197,0.501973684,0.948684211,7.877631579,146943.5263,0.954527636,2013,0.217989904,0.091578947,0.838289963
45300,"Tampa-St. Petersburg-Clearwater, FL",51427.71553,0.487924067,0.875199699,7.832064656,204719.8487,0.956536697,2013,0.217904315,0.043103448,0.952434881
45780,"Toledo, OH ",46528.34476,0.51441705,0.905139992,7.578771417,135509.1809,0.957674656,2013,0.223980017,0.080545229,0.995085995
45820,"Topeka, KS ",44283.00452,0.504524887,0.929864253,7.582579186,128403.5294,0.964817321,2013,0.2072,0.135135135,0.738636364
45940,"Trenton, NJ ",75531.45631,0.515445719,0.726390115,8.520741395,362788.4113,0.935579782,2013,0.24137931,0.074941452,0.955445545
46060,"Tucson, AZ ",49254.21488,0.49551644,0.866157423,7.839588177,204197.4527,0.960433153,2013,0.248586469,0.057254902,0.864672365
46220,"Tuscaloosa, AL ",47437.86581,0.488817891,0.78115016,7.638977636,173554.0735,0.967806841,2013,0.279288703,0.037453184,1.302083333
46340,"Tyler, TX ",49400.88217,0.48566879,0.848726115,7.477707006,164409.0127,0.974806202,2013,0.274871795,0.052238806,1.053435115
46520,"Urban Honolulu, HI",56709.42782,0.502795133,0.29924367,8.117724433,626233.7257,0.975545523,2013,0.272016384,0.033538672,1.180623974
46540,"Utica-Rome, NY ",40987.74426,0.5,0.968852459,7.531147541,135338.3361,0.954045954,2013,0.217870932,0.06835443,0.897674419
46700,"Vallejo-Fairfield, CA ",58403.79763,0.501853225,0.655300222,7.670867309,289298.0578,0.950135993,2013,0.230801867,0.029411765,1.072
47260,"Virginia Beach-Norfolk-Newport News,VA-NC",54946.00019,0.512617702,0.72787194,7.957062147,277789.6874,0.966195316,2013,0.263031275,0.037891986,1.092651757
47300,"Visalia-Porterville, CA ",40120.28232,0.509505703,0.850760456,6.41730038,194126.0932,0.929866989,2013,0.275409836,0.035714286,0.653005464
47380,"Waco, TX ",42982.16903,0.482580645,0.855483871,7.289032258,138538.2452,0.963949843,2013,0.255722178,0.058641975,1.031847134
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV ",85090.70454,0.496582734,0.684622302,8.788983813,476684.165,0.969756441,2013,0.262713609,0.060792656,1.01818661
48140,"Wausau, WI ",46512.02016,0.510752688,0.987903226,7.444892473,184103.3065,0.969183359,2013,0.204620462,0.150537634,0.547826087
